WindowSize,BatchSize,clFFT (ns),cuFFT (ns),OCCA (ns)
32768,2402,257440,690432,59456
32768,2408,257216,671616,58368
32768,2414,259040,681632,55776
32768,2420,259200,678144,67616
32768,2426,259328,691872,59679
32768,2432,259968,688352,60288
32768,2438,261184,688832,57376
32768,2444,264192,700960,57696
32768,2450,260768,681600,61600
32768,2456,261888,691424,59263
32768,2462,263552,695680,58751
32768,2468,265248,697120,58496
32768,2474,264352,701024,59903
32768,2480,265728,703168,60576
32768,2486,266304,688960,62528
32768,2492,267200,709248,59168
32768,2498,266624,698016,60031
32768,2504,266592,709824,64192
32768,2510,267968,703232,56160
32768,2516,269152,703072,58624
32768,2522,269184,704000,57983
32768,2528,270112,707808,57792
32768,2534,270592,718912,71968
32768,2540,270944,708512,59839
32768,2546,271808,714880,68000
32768,2552,273920,713824,57184
32768,2558,273536,718624,60128
32768,2564,273120,714304,66336
32768,2570,275072,728064,57152
32768,2576,276128,719264,62176
32768,2582,276000,720032,65824
32768,2588,274464,735808,56160
32768,2594,278496,722976,56128
32768,2600,277728,724704,66591
32768,2606,277984,722784,59008
32768,2612,279584,739520,57568
32768,2618,279904,729952,55039
32768,2624,280928,727168,57407
32768,2630,280736,733056,56159
32768,2636,280832,745184,72224
32768,2642,281408,730624,61343
32768,2648,281248,729856,55711
32768,2654,282368,739616,58943
32768,2660,283744,744064,58944
32768,2666,285280,742272,59807
32768,2672,285344,738144,67488
32768,2678,284128,755008,66688
32768,2684,285632,749440,57311
32768,2690,286176,752320,59904
32768,2696,291648,757600,56608
32768,2702,290976,744928,66592
32768,2708,287776,761856,59808
32768,2714,290528,754752,58560
32768,2720,290944,759936,59904
32768,2726,290784,763584,59423
32768,2732,291968,767712,56192
32768,2738,291392,760576,61376
32768,2744,292832,769344,59135
32768,2750,294368,767904,56479
32768,2756,293184,760832,58176
32768,2762,294208,769664,60416
32768,2768,296512,763296,60992
32768,2774,295104,777024,58720
32768,2780,295552,764960,59584
32768,2786,297312,775200,58880
32768,2792,297376,765152,68864
32768,2798,296384,774784,67008
32768,2804,297504,773696,59328
32768,2810,297696,785792,58112
32768,2816,299040,775872,57920
32768,2822,300608,778208,56959
32768,2828,301408,780768,58912
32768,2834,300000,777088,59776
32768,2840,300672,785920,57119
32768,2846,304992,787168,59807
32768,2852,303520,788512,56992
32768,2858,303968,801504,68032
32768,2864,305632,787104,57216
32768,2870,306208,798880,59328
32768,2876,305152,799904,57152
32768,2882,306560,808672,58624
32768,2888,307296,804768,68767
32768,2894,308768,795040,67104
32768,2900,308768,793568,59199
32768,2906,308512,807488,54944
32768,2912,309984,808992,56608
32768,2918,310496,813312,57407
32768,2924,308768,802432,57248
32768,2930,312160,804736,56831
32768,2936,311136,812800,60447
32768,2942,313440,809152,61536
32768,2948,312640,812256,66911
32768,2954,314144,821760,69120
32768,2960,314272,821600,59424
32768,2966,315584,821984,59808
32768,2972,314528,826368,60544
32768,2978,315424,819328,56799
32768,2984,315808,829440,62048
32768,2990,317120,831872,65695
32768,2996,318304,827136,57919
32768,3002,319776,823840,59999
32768,3008,317984,837536,61472
32768,3014,320960,839648,57536
32768,3020,320576,832224,55712
32768,3026,320576,834976,58175
32768,3032,320416,832736,59327
32768,3038,321792,828608,57920
32768,3044,323072,833696,66656
32768,3050,323648,828896,57120
32768,3056,322784,840256,57471
32768,3062,325216,849600,58208
32768,3068,324576,840896,55776
32768,3074,326688,850048,66912
32768,3080,326560,855008,58112
32768,3086,328416,853184,60832
32768,3092,328480,840224,55456
32768,3098,328544,863008,57375
32768,3104,328288,859616,57280
32768,3110,329600,854528,59488
32768,3116,329408,849760,58752
32768,3122,331360,859680,64864
32768,3128,331808,857088,59871
32768,3134,331552,860992,59168
32768,3140,331520,855328,60576
32768,3146,331936,863200,62432
32768,3152,333792,861664,60256
32768,3158,335680,865600,57536
32768,3164,336000,864064,59264
32768,3170,337312,863744,61024
32768,3176,336992,879424,58335
32768,3182,336992,869632,59392
32768,3188,337216,873088,58976
32768,3194,338912,882432,59232
32768,3200,340416,888960,70400
32768,3206,340000,887552,67744
32768,3212,340800,875392,59136
32768,3218,340864,882976,59456
32768,3224,341056,883456,58112
32768,3230,342208,886144,60799
32768,3236,340704,897920,59584
32768,3242,342176,887264,58720
32768,3248,343456,885376,59712
32768,3254,344320,893088,57312
32768,3260,345152,894848,72000
32768,3266,346848,896096,69888
32768,3272,346304,896096,58048
32768,3278,347968,900288,57504
32768,3284,348640,892608,68416
32768,3290,349472,902784,58784
32768,3296,348736,895328,67936
32768,3302,349440,913856,87008
32768,3308,350496,911264,76607
32768,3314,349152,906208,79647
32768,3320,351424,904192,80768
32768,3326,352480,905792,56831
32768,3332,354304,912128,56384
32768,3338,353792,907968,60768
32768,3344,353216,910496,57376
32768,3350,353984,919936,60032
32768,3356,353920,910080,67807
32768,3362,356800,908864,56383
32768,3368,357120,923456,59135
32768,3374,357888,921056,58656
32768,3380,356384,935840,57888
32768,3386,357440,915488,64544
32768,3392,358400,923040,60032
32768,3398,359360,927232,59488
32768,3404,358080,943232,57824
32768,3410,360160,954624,57024
32768,3416,360960,934176,56544
32768,3422,361632,929792,70208
32768,3428,363424,936704,55679
32768,3434,362752,936800,58016
32768,3440,364672,949920,59840
32768,3446,364384,939392,56288
32768,3452,364896,939040,56736
32768,3458,365920,941024,60255
32768,3464,364992,944960,59520
32768,3470,366592,955776,59584
32768,3476,367744,946656,59903
32768,3482,366688,951552,60256
32768,3488,368352,949696,59936
32768,3494,369696,959648,59551
32768,3500,370592,945792,56928
32768,3506,371328,957184,57439
32768,3512,371520,945440,60544
32768,3518,371296,966880,56320
32768,3524,371168,954528,60383
32768,3530,373024,959968,58048
32768,3536,372832,961536,56927
32768,3542,372992,959200,75424
32768,3548,374368,974080,60032
32768,3554,376800,969888,60544
32768,3560,375904,965920,62176
32768,3566,377408,962496,60544
32768,3572,376032,975872,62176
32768,3578,378528,972288,60639
32768,3584,378560,972192,59584
32768,3590,378144,988704,66080
32768,3596,377952,978528,59648
32768,3602,380480,974944,59424
32768,3608,379488,983808,62943
32768,3614,383872,978016,62944
32768,3620,381120,988224,58144
32768,3626,384640,991680,59680
32768,3632,383072,991872,64640
32768,3638,384704,984160,62975
32768,3644,383008,993728,57984
32768,3650,385024,997888,66272
32768,3656,386784,993632,55999
32768,3662,385920,994848,62400
32768,3668,385856,991360,62752
32768,3674,386656,996128,60064
32768,3680,387360,993824,57856
32768,3686,387744,1004256,66592
32768,3692,387968,1012064,63680
32768,3698,391360,1009536,54976
32768,3704,390752,1012800,65376
32768,3710,391168,1002656,57567
32768,3716,392800,996576,58496
32768,3722,391968,1001920,58111
32768,3728,391456,1002368,55136
32768,3734,393152,1009536,64416
32768,3740,392576,1019008,67872
32768,3746,393472,1019647,61984
32768,3752,394720,1015936,70272
32768,3758,395392,1017344,59200
32768,3764,395744,1013792,67392
32768,3770,395936,1019840,58432
32768,3776,396448,1017824,61023
32768,3782,397984,1020960,54240
32768,3788,399712,1019392,58080
32768,3794,400096,1023296,60863
32768,3800,400448,1020224,55648
32768,3806,401152,1028192,59359
32768,3812,399104,1036192,58912
32768,3818,401920,1026335,58176
32768,3824,401440,1040992,63936
32768,3830,403616,1043967,68000
32768,3836,403840,1039872,65151
32768,3842,404576,1053856,57728
32768,3848,405600,1040032,70112
32768,3854,407776,1040480,59232
32768,3860,405472,1042752,74496
32768,3866,406912,1043296,71392
32768,3872,406528,1042016,57600
32768,3878,407456,1051360,55680
32768,3884,409760,1047104,64319
32768,3890,409056,1056512,61600
32768,3896,411552,1055360,67456
32768,3902,410528,1049888,59200
32768,3908,412992,1060096,58175
32768,3914,412608,1069248,61056
32768,3920,411968,1053760,70911
32768,3926,412416,1063232,59296
32768,3932,414560,1066272,59903
32768,3938,413888,1074720,59295
32768,3944,415488,1063360,57471
32768,3950,416192,1062720,72351
32768,3956,415392,1074688,58239
32768,3962,416096,1068544,67424
32768,3968,415968,1068768,62207
32768,3974,417856,1067680,59808
32768,3980,418368,1073504,68064
32768,3986,419680,1075488,65344
32768,3992,419872,1071264,58944
32768,3998,421216,1091712,57919
32768,4004,421184,1087264,60928
32768,4010,421024,1085216,57440
32768,4016,422336,1088224,66624
32768,4022,421056,1075776,66720
32768,4028,422368,1090496,58112
32768,4034,422816,1092544,62528
32768,4040,426208,1084480,57056
32768,4046,426528,1086624,60768
32768,4052,425824,1095936,63936
32768,4058,425888,1094304,58112
32768,4064,427200,1098816,57120
32768,4070,427200,1101856,58400
32768,4076,428448,1097632,66496
32768,4082,429984,1102304,62751
32768,4088,429632,1101952,60896
32768,4094,430208,1104896,58239
32768,4100,431392,1103840,60768
32768,4106,431136,1105952,68768
32768,4112,430720,1110336,58591
32768,4118,432480,1101472,63008
32768,4124,434144,1113152,59199
32768,4130,432224,1108320,58112
32768,4136,435584,1123712,58015
32768,4142,434432,1112640,61471
32768,4148,438368,1116672,60000
32768,4154,436224,1122240,70784
32768,4160,436480,1129760,61440
32768,4166,436160,1113952,58719
32768,4172,436512,1133888,71488
32768,4178,438880,1125568,58880
32768,4184,438912,1118304,57696
32768,4190,439552,1125664,59231
32768,4196,440992,1125568,59583
32768,4202,440352,1128800,69056
32768,4208,443680,1133920,55295
32768,4214,442272,1131008,59008
32768,4220,441920,1142048,63680
32768,4226,443296,1130272,60255
32768,4232,442688,1142912,68768
32768,4238,445184,1144352,75328
32768,4244,446176,1145728,58336
32768,4250,445536,1143136,58368
32768,4256,447968,1135776,58784
32768,4262,448416,1143648,58976
32768,4268,448800,1159712,59968
32768,4274,448704,1150336,66975
32768,4280,448416,1151264,55967
32768,4286,449920,1149248,59040
32768,4292,449280,1150112,69791
32768,4298,450272,1151360,67040
32768,4304,452992,1149600,58688
32768,4310,450944,1158272,56351
32768,4316,452128,1155584,60960
32768,4322,452928,1153600,58751
32768,4328,453696,1161152,69984
32768,4334,454560,1158688,67264
32768,4340,453280,1166816,58208
32768,4346,456800,1156000,60416
32768,4352,456736,1162752,57791
32768,4358,457664,1177120,62111
32768,4364,457792,1175392,56383
32768,4370,457888,1163648,58783
32768,4376,459680,1179936,58560
32768,4382,458080,1163904,57984
32768,4388,460384,1181120,67040
32768,4394,460576,1179360,59136
32768,4400,460416,1182016,57951
32768,4406,461440,1176704,59872
32768,4412,462368,1189984,59391
32768,4418,463488,1177152,74719
32768,4424,466080,1190464,62879
32768,4430,464864,1177632,54944
32768,4436,464192,1188416,59839
32768,4442,466016,1194592,61887
32768,4448,466080,1190048,63392
32768,4454,467680,1187488,69152
32768,4460,468416,1198560,58304
32768,4466,467040,1196096,57375
32768,4472,470048,1196544,59231
32768,4478,469088,1191840,58175
32768,4484,469536,1203136,65504
32768,4490,470976,1190592,59616
32768,4496,471744,1207072,59359
32768,4502,472672,1200096,56992
32768,4508,473280,1211136,61663
32768,4514,472416,1197056,63776
32768,4520,474080,1207296,56288
32768,4526,473312,1217440,58176
32768,4532,475168,1212000,58976
32768,4538,474304,1213440,56736
32768,4544,475328,1218240,63968
32768,4550,476416,1220384,69696
32768,4556,476256,1226272,61984
32768,4562,478208,1211264,71040
32768,4568,478112,1225536,57823
32768,4574,478432,1228640,58816
32768,4580,479072,1224512,69024
32768,4586,479072,1231264,57024
32768,4592,480576,1227008,66464
32768,4598,480960,1230144,60480
32768,4604,482496,1228544,69952
32768,4610,484192,1239520,66720
32768,4616,482336,1232832,57984
32768,4622,485248,1227808,60000
32768,4628,485376,1228256,60351
32768,4634,486016,1239520,58431
32768,4640,484480,1232032,68224
32768,4646,486848,1236512,74623
32768,4652,488128,1242400,59967
32768,4658,489152,1248512,57375
32768,4664,488992,1246304,60352
32768,4670,488512,1251680,58335
32768,4676,490176,1257792,57728
32768,4682,489696,1258752,58720
32768,4688,490720,1250720,59648
32768,4694,490816,1243328,63103
32768,4700,494848,1257120,63808
32768,4706,493120,1258048,60127
32768,4712,494080,1258944,62464
32768,4718,492064,1264000,64864
32768,4724,495360,1269376,60544
32768,4730,495360,1257024,58080
32768,4736,496864,1274656,68927
32768,4742,496608,1271648,80800
32768,4748,497024,1272480,81120
32768,4754,498272,1281792,76992
32768,4760,497344,1264160,81024
32768,4766,499104,1268608,64480
32768,4772,499264,1262528,57120
32768,4778,500320,1267424,58720
32768,4784,501536,1270304,58815
32768,4790,502816,1273632,66240
32768,4796,501568,1287840,62784
32768,4802,500512,1286624,59680
32768,4808,505280,1273504,58400
32768,4814,505632,1283008,61248
32768,4820,505536,1275904,58560
32768,4826,505600,1287808,60351
32768,4832,506336,1276480,58591
32768,4838,506560,1292704,59072
32768,4844,507008,1297312,60608
32768,4850,507104,1295168,59839
32768,4856,507936,1289408,56320
32768,4862,509408,1294016,66304
32768,4868,511712,1289952,59424
32768,4874,510016,1312736,60672
32768,4880,511424,1305856,57567
32768,4886,509888,1299840,59872
32768,4892,510624,1292032,67967
32768,4898,512768,1308512,57343
32768,4904,511424,1303456,61568
32768,4910,513568,1313472,59327
32768,4916,512928,1312224,60928
32768,4922,514176,1310944,61727
32768,4928,515328,1318592,55391
32768,4934,513696,1312608,58336
32768,4940,516736,1326912,60576
32768,4946,516512,1314176,57504
32768,4952,518816,1328544,61727
32768,4958,518976,1325056,66560
32768,4964,519296,1323616,63167
32768,4970,519200,1328544,68960
32768,4976,519040,1319008,57824
32768,4982,521600,1323232,56959
32768,4988,522080,1325120,59263
32768,4994,522688,1324576,65088
32768,5000,523552,1336704,63968
32768,5006,523392,1336224,59200
32768,5012,525408,1327520,61024
32768,5018,523904,1339264,59104
32768,5024,524000,1339328,64416
32768,5030,526976,1334624,57824
32768,5036,528256,1340224,61824
32768,5042,525568,1334368,57600
32768,5048,529888,1338336,68032
32768,5054,529024,1336704,64672
32768,5060,529568,1339136,64416
32768,5066,529120,1353152,67104
32768,5072,528640,1340640,57600
32768,5078,530208,1354432,59744
32768,5084,531840,1347616,62175
32768,5090,531424,1358528,59040
32768,5096,532640,1358368,67648
32768,5102,533504,1353184,59232
32768,5108,532384,1353056,67840
32768,5114,534080,1355264,61087
32768,5120,534592,1358624,63199
32768,5126,534912,1369024,60448
32768,5132,535872,1362720,59360
32768,5138,537408,1356736,62624
32768,5144,538848,1372160,59072
32768,5150,539616,1361664,61024
32768,5156,539648,1360736,59423
32768,5162,540256,1375200,59648
32768,5168,541152,1374400,67392
32768,5174,541408,1379552,71680
32768,5180,541088,1373696,59840
32768,5186,544640,1378400,59199
32768,5192,541280,1377216,57311
32768,5198,543296,1378400,60992
32768,5204,543392,1377664,66336
32768,5210,544288,1388352,67296
32768,5216,545888,1389184,60064
32768,5222,544832,1394976,61216
32768,5228,544128,1389376,62943
32768,5234,549152,1388288,62208
32768,5240,546944,1390688,60192
32768,5246,548480,1387200,59584
32768,5252,547712,1393760,58368
32768,5258,549888,1394880,58336
32768,5264,549152,1405536,66240
32768,5270,549344,1400192,67392
32768,5276,553760,1403360,58495
32768,5282,553920,1413952,58816
32768,5288,552256,1395552,64255
32768,5294,554208,1394848,58623
32768,5300,552320,1400256,67168
32768,5306,553280,1412960,56511
32768,5312,554272,1405984,60863
32768,5318,556416,1408512,57951
32768,5324,556736,1418784,68640
32768,5330,558656,1424096,69472
32768,5336,557728,1409152,57152
32768,5342,558656,1411648,58528
32768,5348,558496,1422336,57760
32768,5354,557472,1416672,58431
32768,5360,559424,1411744,62239
32768,5366,559744,1424416,61855
32768,5372,560928,1431264,63584
32768,5378,561408,1416960,67584
32768,5384,561472,1421888,59391
32768,5390,563040,1434336,59744
32768,5396,561984,1432256,59328
32768,5402,563552,1424480,57183
32768,5408,565344,1439072,58848
32768,5414,565024,1433312,57439
32768,5420,565856,1447840,60704
32768,5426,566752,1429856,59584
32768,5432,567072,1440032,61696
32768,5438,566144,1443072,60288
32768,5444,568928,1438112,61056
32768,5450,568736,1429888,61727
32768,5456,570016,1444000,57536
32768,5462,569248,1445184,60896
32768,5468,567968,1453184,59295
32768,5474,571808,1447968,64991
32768,5480,571584,1457408,58784
32768,5486,572672,1451616,66144
32768,5492,573056,1447072,62112
32768,5498,573440,1455072,56863
32768,5504,573600,1461248,67872
32768,5510,575488,1454688,58303
32768,5516,575488,1465248,61920
32768,5522,575456,1460000,58751
32768,5528,576512,1459360,62848
32768,5534,576416,1466496,58912
32768,5540,579648,1465632,65696
32768,5546,579200,1479200,61728
32768,5552,580576,1465024,59263
32768,5558,579584,1473216,57951
32768,5564,581952,1471424,62368
32768,5570,581600,1473088,58592
32768,5576,581696,1485184,66240
32768,5582,583616,1473312,72192
32768,5588,581600,1482560,58976
32768,5594,584128,1475072,62752
32768,5600,584640,1477216,58464
32768,5606,586240,1477792,60672
32768,5612,583072,1489056,60160
32768,5618,585344,1476736,58751
32768,5624,585216,1487616,56736
32768,5630,586080,1483040,64992
32768,5636,586336,1493760,64672
32768,5642,589312,1495552,69920
32768,5648,587936,1495392,59936
32768,5654,590880,1490976,63327
32768,5660,592416,1496224,58176
32768,5666,591648,1505856,60736
32768,5672,591936,1499904,69408
32768,5678,591488,1496800,73407
32768,5684,593344,1500000,61279
32768,5690,593248,1502624,58336
32768,5696,593152,1508864,61856
32768,5702,594208,1501600,60672
32768,5708,594336,1507200,60608
32768,5714,595840,1525536,57695
32768,5720,596544,1509664,60768
32768,5726,599072,1503456,57952
32768,5732,598912,1520384,62175
32768,5738,597440,1514912,63488
32768,5744,602048,1523392,63136
32768,5750,597824,1514720,72383
32768,5756,598592,1526432,57728
32768,5762,600096,1523808,68000
32768,5768,601088,1516768,67168
32768,5774,601280,1515008,59936
32768,5780,602400,1520096,69568
32768,5786,603776,1531904,62303
32768,5792,603616,1532064,60351
32768,5798,604576,1529120,58304
32768,5804,603104,1532896,56992
32768,5810,605120,1528896,64928
32768,5816,607520,1539328,58720
32768,5822,607232,1552608,56480
32768,5828,607648,1543616,60576
32768,5834,608736,1536064,57728
32768,5840,610304,1543072,67743
32768,5846,609056,1537696,66048
32768,5852,610400,1543648,63839
32768,5858,610720,1554432,59423
32768,5864,611008,1543392,56384
32768,5870,611840,1548384,59839
32768,5876,613088,1556000,65824
32768,5882,613088,1547488,60000
32768,5888,613184,1550432,70400
32768,5894,613312,1570048,60224
32768,5900,612704,1567904,60191
32768,5906,616448,1563520,58399
32768,5912,614208,1563488,59871
32768,5918,614624,1573088,57823
32768,5924,618336,1569856,60160
32768,5930,617952,1584032,58367
32768,5936,617824,1563296,59136
32768,5942,620064,1565664,63775
32768,5948,621408,1573344,58848
32768,5954,620224,1561888,67488
32768,5960,619360,1582304,59936
32768,5966,621344,1564032,58112
32768,5972,621664,1575072,57919
32768,5978,623296,1579552,58271
32768,5984,623840,1577568,71456
32768,5990,623744,1578368,67327
32768,5996,623648,1580960,58464
32768,6002,624064,1575584,61920
32768,6008,625312,1588352,56288
32768,6014,626816,1584672,63712
32768,6020,628000,1583936,56608
32768,6026,628672,1600608,59680
32768,6032,628000,1598144,62079
32768,6038,629952,1591744,58175
32768,6044,628640,1592896,61024
32768,6050,631328,1589248,60320
32768,6056,630720,1603264,58080
32768,6062,629920,1594912,60992
32768,6068,633856,1599456,57824
32768,6074,632576,1603296,56000
32768,6080,631712,1607296,63808
32768,6086,633056,1605088,65920
32768,6092,635712,1600192,71168
32768,6098,632928,1605856,60191
32768,6104,636448,1617952,58080
65536,2,8608,32352,66688
65536,5,8384,33088,66208
65536,8,8736,34400,68768
65536,11,8864,34464,65472
65536,14,11360,40128,67104
65536,17,11584,38144,65504
65536,20,12000,37312,68000
65536,23,13952,43392,62880
65536,26,13824,46208,63488
65536,29,14112,60320,60896
65536,32,14048,47296,67040
65536,35,16480,48928,66080
65536,38,16576,56096,63360
65536,41,16480,54944,60512
65536,44,16832,58336,62943
65536,47,19392,59680,67968
65536,50,19296,64992,61056
65536,53,19520,64255,61568
65536,56,19648,70816,70016
65536,59,19712,73248,64608
65536,62,21824,71840,62272
65536,65,21920,76288,66816
65536,68,22688,78080,64672
65536,71,22976,81664,64672
65536,74,24832,88576,65120
65536,77,26080,86880,64639
65536,80,24800,88704,72000
65536,83,27296,87840,62335
65536,86,27616,91168,63456
65536,89,26848,95072,70368
65536,92,27168,95488,68064
65536,95,28416,98368,65504
65536,98,29024,98656,67839
65536,101,29568,104256,68575
65536,104,29696,106912,66688
65536,107,30624,109024,65312
65536,110,32128,116416,65183
65536,113,31712,114304,63903
65536,116,32800,118272,65888
65536,119,32672,118368,62271
65536,122,34784,119296,65856
65536,125,34112,122080,66912
65536,128,36064,128352,67712
65536,131,35520,125856,69664
65536,134,36544,129664,70464
65536,137,36064,131104,67424
65536,140,37984,137760,64000
65536,143,38528,144128,67168
65536,146,38624,140896,62623
65536,149,39456,141632,65952
65536,152,40160,140768,66880
65536,155,39744,144416,67296
65536,158,42688,146720,68479
65536,161,41792,149056,61792
65536,164,42528,151872,62720
65536,167,41920,152672,63903
65536,170,43328,155584,66784
65536,173,43360,156512,64192
65536,176,45184,163008,61920
65536,179,44800,161344,70528
65536,182,45664,163104,62207
65536,185,45472,168256,63456
65536,188,47232,167776,63167
65536,191,47264,169696,61375
65536,194,47776,172896,62207
65536,197,48608,174688,62143
65536,200,49824,175680,62208
65536,203,50272,178496,60096
65536,206,50592,188992,61376
65536,209,51040,185952,63264
65536,212,51328,190048,61727
65536,215,51456,187904,63135
65536,218,54784,196320,63744
65536,221,53248,194464,63712
65536,224,54528,194080,60703
65536,227,54112,198048,60512
65536,230,55264,200832,64031
65536,233,55392,200864,63295
65536,236,55424,203328,64223
65536,239,56032,208288,57856
65536,242,57184,211040,61695
65536,245,58112,211488,58592
65536,248,57600,212128,63424
65536,251,58944,211872,63711
65536,254,58976,216000,61471
65536,257,59584,217664,59423
65536,260,61600,220160,62879
65536,263,61696,223264,59615
65536,266,61600,227680,62784
65536,269,62624,228928,61247
65536,272,62368,234016,63552
65536,275,63168,235136,62143
65536,278,63744,238048,83840
65536,281,64096,237728,59967
65536,284,64000,237472,63263
65536,287,65600,244128,61823
65536,290,66208,242208,68832
65536,293,67200,248384,60736
65536,296,67392,246016,59744
65536,299,67648,248352,60799
65536,302,67808,251424,60671
65536,305,70592,256031,60128
65536,308,69344,257312,62368
65536,311,69888,258112,62175
65536,314,69952,263072,62464
65536,317,70432,270112,59807
65536,320,72064,270560,64000
65536,323,72320,268608,60511
65536,326,73792,269152,68575
65536,329,73472,274240,62144
65536,332,74144,283520,58880
65536,335,74784,276736,62624
65536,338,74272,278944,63039
65536,341,75328,288800,62528
65536,344,75392,284416,60479
65536,347,76992,285888,60960
65536,350,77312,288640,66464
65536,353,77984,292928,59263
65536,356,77952,291200,70720
65536,359,79040,297728,60960
65536,362,79808,299296,64352
65536,365,79904,301696,64959
65536,368,80160,305792,64159
65536,371,82112,306496,61375
65536,374,82400,308032,63424
65536,377,82976,311776,63807
65536,380,83648,309056,61056
65536,383,84160,308800,64448
65536,386,84768,312864,64480
65536,389,84000,316128,66816
65536,392,85856,315168,64416
65536,395,85568,325696,60159
65536,398,86560,330368,62816
65536,401,87296,329664,61215
65536,404,87744,328704,61664
65536,407,88928,330912,59327
65536,410,91136,334848,63936
65536,413,89952,336736,64927
65536,416,90784,334336,66880
65536,419,91040,339392,62560
65536,422,90944,345920,62624
65536,425,91552,342144,69407
65536,428,92288,349376,62239
65536,431,93440,348320,65312
65536,434,93600,350240,60991
65536,437,94272,353184,61856
65536,440,96384,353280,61920
65536,443,94304,352576,63872
65536,446,95552,358976,63199
65536,449,95616,359552,61951
65536,452,97024,365024,62143
65536,455,98176,363584,59744
65536,458,98208,365856,63327
65536,461,97856,372160,69535
65536,464,98752,369216,63872
65536,467,99808,374400,61152
65536,470,100064,377536,63552
65536,473,101344,376832,60032
65536,476,101312,381632,63584
65536,479,101856,379840,68640
65536,482,102976,381792,70816
65536,485,101888,385088,60768
65536,488,102880,389440,60703
65536,491,104224,389728,64480
65536,494,105600,392416,62400
65536,497,105312,396064,61663
65536,500,105248,399648,62560
65536,503,106720,399520,63680
65536,506,107680,402464,60416
65536,509,106784,403168,69344
65536,512,108096,405664,67775
65536,515,110880,407616,61664
65536,518,110368,408672,63424
65536,521,110624,413792,66400
65536,524,111200,414304,62240
65536,527,111424,418400,70176
65536,530,111712,418240,69248
65536,533,113184,423392,60063
65536,536,113280,424064,61568
65536,539,113056,425024,64063
65536,542,113792,426752,59936
65536,545,113440,432928,60447
65536,548,115776,433888,61855
65536,551,116160,437056,62368
65536,554,117248,433984,61664
65536,557,116544,439008,68064
65536,560,116608,443040,67584
65536,563,117312,442592,61440
65536,566,118336,445792,62624
65536,569,120000,447616,61568
65536,572,120064,449632,61567
65536,575,120160,451360,69887
65536,578,121568,454016,68096
65536,581,121856,458528,60288
65536,584,121632,456544,60768
65536,587,122336,460704,62688
65536,590,122560,465984,61536
65536,593,123552,466560,64768
65536,596,123296,466208,62240
65536,599,124800,470720,67552
65536,602,124640,473344,65535
65536,605,126304,471936,66016
65536,608,126784,477088,67328
65536,611,127680,479520,59968
65536,614,128224,487200,60032
65536,617,128096,485472,68256
65536,620,129024,485856,62368
65536,623,128320,489408,62463
65536,626,129888,487808,66112
65536,629,130528,493344,63360
65536,632,131104,495072,61791
65536,635,131200,497728,63808
65536,638,131552,498784,60320
65536,641,133248,499584,62943
65536,644,133376,501696,64927
65536,647,133344,505280,60128
65536,650,134272,508288,63776
65536,653,135072,509952,67712
65536,656,137216,509216,68512
65536,659,135904,517279,66208
65536,662,136224,519231,79840
65536,665,136608,519136,62464
65536,668,137760,522112,63711
65536,671,139840,525024,70208
65536,674,139104,527712,71072
65536,677,139456,527488,66400
65536,680,140992,529344,60096
65536,683,139584,534624,62368
65536,686,140480,533984,61215
65536,689,142656,533632,65088
65536,692,142176,538784,62239
65536,695,142592,538144,62303
65536,698,143872,547136,65696
65536,701,145056,546112,67648
65536,704,144672,548096,63200
65536,707,145792,550816,61568
65536,710,146496,550528,82656
65536,713,145664,551648,81888
65536,716,146880,555840,73824
65536,719,146912,560704,82080
65536,722,148544,559136,75519
65536,725,149568,565856,58464
65536,728,149312,566464,62496
65536,731,149248,567456,70591
65536,734,150048,570528,61311
65536,737,150304,571872,62720
65536,740,152000,575072,61791
65536,743,154016,577088,59840
65536,746,153216,577536,61088
65536,749,152256,584256,66592
65536,752,154336,583072,60607
65536,755,156160,582880,63584
65536,758,155808,590112,62016
65536,761,154624,587648,61024
65536,764,156288,590048,67871
65536,767,158432,596384,62335
65536,770,156768,593728,63231
65536,773,157120,597376,62464
65536,776,158304,603552,64287
65536,779,158496,602848,60447
65536,782,159520,609376,62144
65536,785,160064,605056,61440
65536,788,159776,607456,64736
65536,791,161792,609280,65856
65536,794,161664,618272,63871
65536,797,162528,616864,63424
65536,800,162784,616352,65280
65536,803,164032,618368,60255
65536,806,163744,622464,68927
65536,809,164992,625344,66464
65536,812,165696,624000,65503
65536,815,166272,628384,65376
65536,818,166048,636096,66559
65536,821,166304,632896,63520
65536,824,167744,636608,62207
65536,827,168352,641952,59167
65536,830,168928,640096,63583
65536,833,168320,641024,63424
65536,836,170144,645152,64992
65536,839,169408,644160,63071
65536,842,170464,647776,62848
65536,845,171744,650176,66656
65536,848,171968,652288,63008
65536,851,173472,656800,67488
65536,854,172576,659008,61408
65536,857,173280,660352,63295
65536,860,174400,663904,70304
65536,863,175872,663008,65279
65536,866,175712,669088,62336
65536,869,178080,670720,60000
65536,872,176192,673408,63488
65536,875,177568,672576,59360
65536,878,177696,674560,61408
65536,881,178336,676320,59872
65536,884,179008,678560,60896
65536,887,179616,683232,62336
65536,890,180800,683232,63680
65536,893,180096,686528,73663
65536,896,180224,686336,59711
65536,899,180864,692800,58624
65536,902,182272,695296,64352
65536,905,181984,701120,62272
65536,908,183328,695104,68832
65536,911,183232,698496,60480
65536,914,185184,702432,63808
65536,917,185088,703168,59744
